OBJECTID,ID,DIST_NM,DIST_NUM,CNTY_NM,CNTY_NUM,TRF_STA_ID,AADT_2022,x,y
3329,69841,Yoakum,13,DeWitt,62,62CR29,64,-97.176315000337,29.315973000054
3330,69937,Yoakum,13,Lavaca,143,143FS38,58,-97.1488799996122,29.3209720003576
3331,70025,Yoakum,13,Lavaca,143,143CR74,86,-97.1237560002392,29.2839829997157
3332,70041,Yoakum,13,Lavaca,143,143CR64,67,-97.1123729996142,29.3241710003914
3333,70057,Yoakum,13,Lavaca,143,143CR63,59,-97.1025160001133,29.3360290004381
3334,70089,Yoakum,13,Lavaca,143,143CR45,84,-96.9951780000646,29.2929529996812
3335,70153,Yoakum,13,Calhoun,29,29FS35,58,-96.7749249999887,28.54906499975
3336,70161,Yoakum,13,Calhoun,29,29FS28,77,-96.7645259997751,28.5716079997094
3337,70217,Yoakum,13,Victoria,235,235CR125A,75,-96.8822630000374,28.6314599997792
3338,70249,Yoakum,13,Victoria,235,235CR133A,89,-96.8977579996319,28.6429459997581
3339,70369,Yoakum,13,Victoria,235,235CR123B,72,-96.8849109998428,28.6459810003229
3340,70393,Yoakum,13,Victoria,235,235FS32,64,-96.8760909995999,28.6701980001376
3341,70409,Yoakum,13,Victoria,235,235CR197A,88,-96.9880519997,28.7682209995995
3342,70417,Yoakum,13,Victoria,235,235CR155A,78,-96.952224999584,28.7123179999758
3343,70425,Yoakum,13,Victoria,235,235RS308,82,-96.949164999665,28.7104589996831
3344,70697,Yoakum,13,Victoria,235,235HP5053A,58,-96.9855419999633,28.7992460004027
3345,71033,Yoakum,13,Victoria,235,235FS228,68,-96.9631879997264,28.7926100001515
3346,71809,Yoakum,13,Victoria,235,235CR82,84,-96.9512939998182,28.7716870002549
3347,71897,Yoakum,13,Victoria,235,235RS305,58,-96.960114000061,28.8309629998426
3348,72041,Yoakum,13,Victoria,235,235CR62,60,-96.8972470003487,28.7372609999952
3349,72081,Yoakum,13,Victoria,235,235FS35,81,-96.8846739997053,28.7190419997885
3350,72137,Yoakum,13,Victoria,235,235FS21,67,-96.9031680000032,28.7750089996657
3351,72201,Yoakum,13,Victoria,235,235FS8,64,-96.8928600003887,28.7863029997837
3352,72361,Yoakum,13,Victoria,235,235CR24D,58,-96.8601069999381,28.835605999917
3353,72401,Yoakum,13,Victoria,235,235CR29A,78,-96.8076859999089,28.8083169996299
3354,72513,Yoakum,13,Calhoun,29,29RS327,81,-96.6901089998304,28.4208069999431
3355,72529,Yoakum,13,Calhoun,29,29FS5,75,-96.6134109999177,28.4097669998472
3356,72609,Yoakum,13,Calhoun,29,29FS11,77,-96.5457690003391,28.5582770000835
3357,72625,Yoakum,13,Calhoun,29,29RS323,60,-96.5059359998465,28.5106119999439
3358,72657,Yoakum,13,Calhoun,29,29CR46,70,-96.7204279995525,28.5774839999867
3359,72737,Yoakum,13,Calhoun,29,29FS14,75,-96.6875990000938,28.6382679998683
3360,73001,Yoakum,13,Calhoun,29,29FS204,78,-96.6324540003518,28.6028060003966
3361,73137,Yoakum,13,Calhoun,29,29FS214,82,-96.6215520003245,28.6116520000398
3362,73193,Yoakum,13,Calhoun,29,29RS302,87,-96.6309969997117,28.63453500039
3363,73217,Yoakum,0,Calhoun,29,29HP6001,85,-96.6414339998792,28.6706809999283
3364,73241,Yoakum,0,Calhoun,29,29RS201,71,-96.6205600004436,28.6433850002176
3365,73889,Yoakum,13,Victoria,235,235FS234,70,-96.9250340002189,28.8473680000332
3366,73897,Yoakum,13,Victoria,235,235CS22,84,-96.9179000003847,28.8367020000973
3367,74025,Yoakum,13,Victoria,235,235CR8,84,-96.9381869997302,29.0268840001965
3368,74065,Yoakum,13,Victoria,235,235FS30,58,-96.913689000447,29.0423300002294
3369,74113,Yoakum,0,Victoria,235,235CR291,60,-96.8306500003972,28.8856409996325
3370,74121,Yoakum,13,Victoria,235,235CR33C,84,-96.8124009997063,28.8573889999025
3371,74249,Yoakum,13,Jackson,121,121CR78,67,-96.7391820001491,28.9811970004413
3372,74265,Yoakum,13,Jackson,121,121CR82,75,-96.7477569998856,29.0652769999336
3373,74313,Yoakum,13,Lavaca,143,143CR31,62,-96.9406740002049,29.234835000435
3374,74345,Yoakum,13,Lavaca,143,143CR28,61,-96.9346539995824,29.3095509997789
3375,74361,Yoakum,13,Lavaca,143,143FS33,72,-96.9140780003993,29.2435799999171
3376,74553,Yoakum,13,Jackson,121,121CR70,70,-96.6642000002298,28.9199140000312
3377,74609,Yoakum,13,Jackson,121,121CR117,65,-96.6256709996169,28.9664060000369
3378,74633,Yoakum,13,Jackson,121,121CR79,84,-96.6985089995906,29.007117999696
3379,74657,Yoakum,13,Jackson,121,121RS301,75,-96.659401000156,28.9811039997498
3380,74729,Yoakum,13,Jackson,121,121RS307,58,-96.6587370001124,28.9863430003293
3381,74753,Yoakum,13,Jackson,121,121RS305,60,-96.6471099999265,28.9712700004102
3382,74865,Yoakum,13,Jackson,121,121FS226,77,-96.6377489999164,28.9779130000849
3383,74905,Yoakum,13,Jackson,121,121RS306,56,-96.6379999998001,28.9884739996754
3384,74937,Yoakum,13,Jackson,121,121FS37,87,-96.5440439999306,28.8723110000527
3385,74945,Yoakum,13,Jackson,121,121CR65,79,-96.5867459996281,28.9137780003545
3386,74961,Yoakum,13,Jackson,121,121FS12,77,-96.5234220004249,28.8486790002357
3387,75057,Yoakum,13,Jackson,121,121CR19A,77,-96.4913709999717,28.9735159996637
3388,75089,Yoakum,0,Jackson,121,121HP8028,85,-96.5239030001233,29.0455759997326
3389,75137,Yoakum,13,Jackson,121,121CR98,73,-96.5155259996251,29.0762840003064
3390,75169,Yoakum,13,Jackson,121,121CR90,87,-96.6625899997287,29.1048870000351
3391,75177,Yoakum,13,Jackson,121,121CR89,72,-96.6539149998773,29.1254179998409
3392,75185,Yoakum,13,Jackson,121,121FS18,70,-96.6509400002807,29.1375469997943
3393,75241,Yoakum,13,Wharton,241,241CR288,74,-96.4723590000677,29.126857999697
3394,75377,Brownwood,23,McCulloch,160,160CR72C,60,-99.4120560001842,31.1830770000036
3395,75633,Brownwood,23,McCulloch,160,160FS216,73,-99.3379059999619,31.1287609998203
3396,75657,Brownwood,23,McCulloch,160,160FS217,62,-99.3348009997663,31.1232890001872
3397,75721,Brownwood,23,McCulloch,160,160FS224,63,-99.3281099996767,31.1295450000018
3398,75801,Brownwood,23,McCulloch,160,160FS223,90,-99.3415600002937,31.1435789996711
3399,75817,Brownwood,23,McCulloch,160,160CR101,84,-99.3382489995916,31.1394540001021
3400,75849,Brownwood,23,McCulloch,160,160RS201,73,-99.3418579996469,31.1506039998748
3401,75889,Brownwood,23,McCulloch,160,160FS225,61,-99.3337400003007,31.1308190002967
3402,75905,Brownwood,23,McCulloch,160,160FS201,85,-99.3314439996408,31.1305220000903
3403,75945,Brownwood,23,McCulloch,160,160FS227,75,-99.3330920000957,31.1444439999906
3404,75977,Brownwood,23,McCulloch,160,160FS46,82,-99.3067320003815,31.133680000032
3405,76009,Brownwood,23,McCulloch,160,160CR46,72,-99.1988300004041,31.0174390004096
3406,76361,Brownwood,23,San Saba,206,206FS319,65,-98.9511720000877,31.2743429999296
3407,76369,Brownwood,23,San Saba,206,206FS318,61,-98.9465639998287,31.2685889998825
3408,76409,Brownwood,23,San Saba,206,206CR115,81,-98.9382709996069,31.2699129997852
3409,76521,Brownwood,23,San Saba,206,206FS310,79,-98.7334440004402,31.1923870003598
3410,76553,Brownwood,23,San Saba,206,206FS304,81,-98.71456100019,31.1911530001109
3411,76833,Brownwood,23,San Saba,206,206CR51,59,-98.5963440002753,31.22701299995
3412,77249,Childress,25,Knox,138,138FS116,83,-99.8198550002081,33.4170189996272
3413,77281,Childress,25,Knox,138,138FS114,75,-99.808388000206,33.4167859996742
3414,77401,Childress,25,Knox,138,138FS124,60,-99.6299510003383,33.4496380001936
3415,77649,Brownwood,23,Coleman,42,42RS416,90,-99.4237980002774,31.8091770000186
3416,77761,Brownwood,23,Coleman,42,42CR209,60,-99.4338299997547,31.8339769997388
3417,77769,Brownwood,23,Coleman,42,42HP3,81,-99.4317089999703,31.8330080000192
3418,77785,Brownwood,23,Coleman,42,42HP4,57,-99.4300000002997,31.8329930002268
3419,77793,Brownwood,23,Coleman,42,42RS408,63,-99.4302750003909,31.833593000017
3420,78049,Brownwood,23,Coleman,42,42RS407,61,-99.4178850000927,31.8181079999842
3421,78057,Brownwood,23,Coleman,42,42CR214,86,-99.4181060003916,31.8253349996106
3422,78081,Brownwood,23,Coleman,42,42CR135,70,-99.4099959996157,31.8358859996392
3423,78177,Brownwood,23,Brown,25,25FS39,59,-99.1952509999336,31.5708520002197
3424,78241,Brownwood,23,Brown,25,25CR206,65,-99.1269529997811,31.5894699999406
3425,78337,Brownwood,23,Coleman,42,42RS403,89,-99.3282170001144,31.7428839996969
3426,78353,Brownwood,23,Coleman,42,42RS438,87,-99.3239670001769,31.7407359995668
3427,78545,Brownwood,23,Brown,25,25RS450,58,-99.1007160003431,31.8238929996622
3428,78577,Brownwood,23,Brown,25,25CR101,69,-99.1515730001938,31.8893219997105
3429,78609,Brownwood,23,Coleman,42,42CR141,72,-99.22822599983,31.9957770004083
3430,78721,Brownwood,23,Brown,25,25CR209,77,-99.0397110001625,31.6278419996086
3431,78769,Brownwood,23,Brown,25,25CR214,69,-99.0077209998242,31.5904219997755
3432,78865,Brownwood,23,Brown,25,25FS218,79,-98.9929120003885,31.6881980004374
3433,78913,Brownwood,23,Brown,25,25CR59A,88,-98.9991229999264,31.7064300003443
3434,78929,Brownwood,23,Brown,25,25CR59G,67,-98.9922100003912,31.7092550002181
3435,79193,Brownwood,23,Brown,25,25FS228,83,-98.9818799997622,31.6877379999088
3436,79201,Brownwood,23,Brown,25,25HP8023,85,-98.9801639997688,31.686695000374
3437,79257,Brownwood,23,Brown,25,25FS223,66,-98.988158999738,31.7121539999072
3438,79369,Brownwood,23,Brown,25,25FS217,82,-98.9720309997308,31.6946619999514
3439,79513,Brownwood,23,Brown,25,25CR154,69,-98.8939590003076,31.6289729996043
3440,79521,Brownwood,23,Brown,25,25FS233,80,-98.9589079998043,31.6687110002126
3441,79713,Brownwood,23,Brown,25,25RS401,62,-98.9959409997773,31.7410889996577
3442,79777,Brownwood,23,Brown,25,25HP8003,61,-98.9879910000845,31.7280289999384
3443,79977,Brownwood,23,Brown,25,25CR99,75,-99.0644679996984,31.9625020001672
3444,79993,Brownwood,23,Brown,25,25CR109,59,-98.9788820000043,31.9169219999504
3445,80193,Brownwood,23,Brown,25,25FS308,80,-98.9265210000441,31.7503399999911
3446,80217,Brownwood,23,Brown,25,25FS312,83,-98.9152300000644,31.7554399995564
3447,80313,Brownwood,23,Brown,25,25FS36,59,-98.9363940002829,31.8877199995784
3448,80321,Brownwood,23,Brown,25,25CR176,79,-98.9068910004193,31.8543470002139
3449,80361,Brownwood,23,Brown,25,25FS22,73,-98.8749390000348,31.958671999813
3450,80465,Brownwood,23,Brown,25,25CR149,64,-98.7846300001743,31.6582489997916
3451,80521,Brownwood,23,Mills,167,167FS25,65,-98.5827710002814,31.4773850004175
3452,80545,Brownwood,23,Mills,167,167CR53,77,-98.5803300001294,31.4992390000799
3453,80553,Brownwood,23,Mills,167,167CR57,86,-98.6225890000823,31.5326809999282
3454,80561,Brownwood,23,Mills,167,167RS409,61,-98.5832980003024,31.5290600002189
3455,80865,Brownwood,23,Comanche,47,47FS311,59,-98.611678999686,31.8992709998568
3456,80889,Brownwood,23,Comanche,47,47CR168,82,-98.6061629998226,31.8948839998967
3457,80985,Brownwood,23,Comanche,47,47FS304,70,-98.5939410000771,31.900234000199
3458,81001,Brownwood,23,Comanche,47,47CR159,72,-98.6295089999404,31.9229530001809
3459,81177,Brownwood,23,Brown,25,25FS19,67,-98.9284520000597,32.0737459995783
3460,81193,Brownwood,23,Eastland,68,68CR52,66,-98.9294969996868,32.1042250003835
3461,81217,Brownwood,23,Eastland,68,68CR59,83,-98.9497300001394,32.2267650000048
3462,81249,Brownwood,23,Eastland,68,68CR45,73,-98.871932999908,32.2263830003752
3463,81265,Brownwood,23,Eastland,68,68CR44,73,-98.8568189998969,32.2315029999635
3464,81553,Brownwood,23,Eastland,68,68CR76,76,-98.8563000002448,32.3202970001065
3465,81641,Brownwood,23,Comanche,47,47CR6A,58,-98.8018039998547,32.0281789999609
3466,81793,Brownwood,23,Comanche,47,47CR147,78,-98.6703110001525,32.1346630001973
3467,81841,Brownwood,23,Comanche,47,47CR145B,69,-98.6607059996821,32.2001880001761
3468,81865,Brownwood,23,Comanche,47,47CR143,57,-98.6046910002894,32.1649700002653
3469,81889,Brownwood,23,Comanche,47,47CR141,71,-98.5896069998631,32.1551590001878
3470,81937,Brownwood,23,Comanche,47,47CR139,63,-98.5689539998272,32.1838870002849
3471,82097,Brownwood,23,Eastland,68,68CR87,78,-98.7842859995991,32.4078289996087
3472,82105,Brownwood,23,Eastland,68,68CR4A,56,-98.8146899996437,32.4416350000553
3473,82121,Brownwood,23,Eastland,68,68CR84,68,-98.7608950001041,32.4183239997528
3474,82193,Brownwood,23,Eastland,68,68FS25,67,-98.5931549998033,32.3147659995513
3475,82241,Brownwood,23,Eastland,68,68CR17,59,-98.678642000328,32.4528199996433
3476,82297,Brownwood,23,Eastland,68,68FS309,60,-98.6726380004433,32.481541000317
3477,82529,Brownwood,23,Stephens,215,215FS224,58,-98.923248000195,32.7471999997802
3478,82681,Brownwood,23,Stephens,215,215FS215,73,-98.9032750000412,32.7494280000022
3479,82825,Brownwood,23,Stephens,215,215HP8020,64,-98.9019930002767,32.7584339998293
3480,82953,Brownwood,23,Stephens,215,215FS229,90,-98.8827440002354,32.7567179998359
3481,83017,Brownwood,23,Stephens,215,215FS3,69,-98.98152200034,32.8452529997262
3482,83025,Brownwood,23,Stephens,215,215CR11,81,-98.9608310003504,32.8454669997024
3483,83057,Brownwood,23,Stephens,215,215FS1,85,-98.9498140004158,32.7889860004037
3484,83113,Brownwood,23,Eastland,68,68FS8,82,-98.7038499999775,32.5064889996676
3485,83297,Yoakum,13,Gonzales,90,90CR158,80,-97.7399520003844,29.4399169996698
3486,83369,Yoakum,13,Gonzales,90,90CR171,83,-97.6653900000484,29.5577410003469
3487,83377,Yoakum,13,Gonzales,90,90FS23,79,-97.6596600002088,29.6125580002516
3488,83433,Yoakum,13,Gonzales,90,90CR166,59,-97.5869289997735,29.4563850000678
3489,83505,Yoakum,13,Gonzales,90,90FS12,60,-97.6321559998995,29.5078300000545
3490,83521,Yoakum,13,Gonzales,90,90CR169,87,-97.6117480003699,29.5057529996013
3491,83553,Yoakum,13,Gonzales,90,90CR173,70,-97.5918659999159,29.5933969997718
3492,83569,Yoakum,13,Gonzales,90,90CR179,84,-97.5550229997116,29.5405200002978
3493,83721,Brownwood,23,Lampasas,141,141CR51,87,-98.438971999658,31.2397019996476
3494,83761,Brownwood,23,Mills,167,167CR26,79,-98.5606079998593,31.396528000267
3495,83793,Brownwood,23,Mills,167,167FS305,73,-98.5542299998146,31.4462950002141
3496,83865,Brownwood,23,Lampasas,141,141FS303,63,-98.3883970002213,31.2149749996966
3497,84009,Brownwood,23,Lampasas,141,141FS226,62,-98.2038880000312,31.0571440003953
3498,84041,Brownwood,23,Lampasas,141,141FS219,85,-98.2011030002033,31.0621399996613
3499,84241,Brownwood,23,Lampasas,141,141FS222,87,-98.1961439999456,31.0641099996768
3500,84289,Brownwood,23,Lampasas,141,141RS204,68,-98.188338999745,31.0673329999181
3501,84473,Brownwood,23,Lampasas,141,141FS203,78,-98.1684040004442,31.0638559996547
3502,84489,Brownwood,23,Lampasas,141,141FS47,59,-98.0786360003511,31.0571190001418
3503,84513,Brownwood,23,Lampasas,141,141CR11,88,-98.171654000132,31.0784380003135
3504,84673,Brownwood,23,Lampasas,141,141CR74,85,-98.182311999699,31.3759419997236
3505,84849,Brownwood,23,Lampasas,141,141FS23,88,-97.9654159997485,31.1452599998491
3506,84889,Yoakum,13,Gonzales,90,90CR97,78,-97.4629440000655,29.4103929997372
3507,84945,Yoakum,13,Gonzales,90,90CR186A,69,-97.4690629998575,29.5080809999383
3508,85097,Yoakum,13,Gonzales,90,90CR5,63,-97.465714000101,29.568358999868
3509,85105,Yoakum,13,Gonzales,90,90CR6,60,-97.4544830001903,29.5672950002641
3510,85129,Yoakum,13,Gonzales,90,90CR8,88,-97.4622729996992,29.6190049998809
3511,85193,Yoakum,13,Gonzales,90,90CR194A,88,-97.439842000408,29.5022740001451
3512,85209,Yoakum,13,Gonzales,90,90RS301,90,-97.4419250002385,29.5073240001026
3513,85233,Yoakum,13,Gonzales,90,90FS223,63,-97.4361500001224,29.5041979998379
3514,85241,Yoakum,13,Gonzales,90,90CR187,79,-97.4518429998545,29.5082990000988
3515,85265,Yoakum,13,Gonzales,90,90CR189,85,-97.4486690000742,29.5086380004434
3516,85457,Yoakum,13,Gonzales,90,90CR52,86,-97.4104920004054,29.6178529998161
3517,85481,Yoakum,13,Gonzales,90,90CR94,70,-97.3700099996617,29.411818999847
3518,85529,Yoakum,13,Gonzales,90,90CR89,90,-97.2847899997586,29.4326920001358
3519,85569,Yoakum,13,Gonzales,90,90CR49,56,-97.3775939995634,29.5538180002006
3520,85585,Yoakum,13,Gonzales,90,90CR73,80,-97.3465420002131,29.5064619999214
3521,85665,Yoakum,13,Gonzales,90,90CR69,57,-97.3069989996041,29.5608200002429
3522,85721,Yoakum,13,Gonzales,90,90CR15,88,-97.5115589999479,29.6695040003094
3523,85745,Yoakum,13,Gonzales,90,90CR19,56,-97.4996409998323,29.6665879998364
3524,85809,Yoakum,13,Gonzales,90,90CR53,77,-97.4076309997708,29.6336190002168
3525,85849,Yoakum,13,Gonzales,90,90CR39,75,-97.3725970002513,29.6794870002249
3526,85905,Yoakum,13,Gonzales,90,90CR27,67,-97.3252110003873,29.7376230003013
3527,85977,Yoakum,13,Gonzales,90,90FS17,57,-97.2772290000183,29.6923519999449
3528,86009,Yoakum,13,DeWitt,62,62CR11,60,-97.2349780004344,29.3691980002876
3529,86017,Yoakum,13,Gonzales,90,90CR91,87,-97.2477110003624,29.396857999697
3530,86025,Yoakum,13,Gonzales,90,90CR90,60,-97.250687000005,29.4238889997775
3531,86049,Yoakum,13,Lavaca,143,143RS318,88,-97.2153320000717,29.4064159997986
3532,86073,Yoakum,13,Gonzales,90,90CR87,65,-97.2338099996317,29.4427390003047
3533,86193,Yoakum,13,Lavaca,143,143CR122,65,-97.1388239999276,29.3855649996251
3534,86217,Yoakum,0,Lavaca,143,143RS9,56,-97.1739880000461,29.4303930002368
3535,86353,Yoakum,13,Gonzales,90,90CR78,61,-97.2191160001033,29.5508629997277
3536,86393,Yoakum,13,Lavaca,143,143CR163A,67,-97.1829529997811,29.4988939998582
3537,86401,Yoakum,13,Lavaca,143,143CR163,69,-97.1873629999025,29.5108639996739
3538,86425,Yoakum,13,Lavaca,143,143CR164,68,-97.1806949999742,29.5287339999742
3539,86433,Yoakum,13,Lavaca,143,143CR160,61,-97.1530230000114,29.5041330004377
3540,86465,Yoakum,13,Lavaca,143,143CR191,66,-97.1512760003871,29.5420859996692
3541,86473,Yoakum,13,Lavaca,143,143FS1,78,-97.1517790002007,29.5436990003087
3542,86481,Yoakum,13,Lavaca,143,143CR167,87,-97.188988000196,29.5853880000562
3543,86601,Yoakum,13,Lavaca,143,143CR52,65,-96.9938740001849,29.3766860002588
3544,86609,Yoakum,13,Lavaca,143,143CR50,80,-97.0130840002264,29.4087660002508
3545,86625,Yoakum,13,Lavaca,143,143CR147,72,-97.0503160003831,29.4598079996395
3546,86633,Yoakum,13,Lavaca,143,143CR145,78,-97.0347599997741,29.4599610003999
3547,86673,Yoakum,13,Lavaca,143,143CR188,56,-97.092575000336,29.5401399998611
3548,86713,Yoakum,13,Lavaca,143,143CR172,79,-97.1142119998839,29.6019399998312
3549,86721,Yoakum,13,Lavaca,143,143FS17,60,-97.105765999801,29.6047819995896
3550,86729,Yoakum,13,Lavaca,143,143CR181,61,-97.0856399997861,29.5841450002916
3551,86737,Yoakum,13,Lavaca,143,143CR182,56,-97.0605999997901,29.5823140003909
3552,86801,Yoakum,13,Lavaca,143,143CR212A,59,-96.9941250000687,29.5402199999531
3553,86817,Yoakum,13,Lavaca,143,143CR178,65,-96.9953920000407,29.598737999659
3554,86857,Yoakum,13,Gonzales,90,90CR64,65,-97.1923980000676,29.6286199999131
3555,86865,Yoakum,13,Gonzales,90,90CR63B,76,-97.2104109997678,29.6854170002944
3556,86905,Yoakum,13,Lavaca,143,143CR171,81,-97.1455540000171,29.6250689998345
3557,86921,Yoakum,13,Fayette,76,76CR251,56,-97.1340940003378,29.6536179997709
3558,86993,Yoakum,13,Fayette,76,76FS36,70,-97.128181000153,29.7730669998422
3559,87033,Yoakum,13,Fayette,76,76CR246,75,-97.1040040003843,29.6380769998537
3560,87041,Yoakum,13,Fayette,76,76CR253,85,-97.1150439995809,29.6873169997797
3561,87145,Yoakum,13,Fayette,76,76CR264,61,-97.1124270003058,29.7070430002343
3562,87161,Yoakum,13,Fayette,76,76FS3,60,-97.0495530002707,29.6690310000806
3563,87265,Yoakum,13,Fayette,76,76CR304,81,-97.010184999638,29.733317999626
3564,87321,Yoakum,13,Fayette,76,76CR310,68,-97.0121539996073,29.7727810001431
3565,87377,Yoakum,13,Fayette,76,76CR318A,90,-97.1115949997094,29.959485999979
3566,87441,Yoakum,13,Fayette,76,76CR25,90,-97.0184860002287,30.0035020000174
3567,87513,Yoakum,13,Lavaca,143,143FS22,84,-96.9441450001916,29.4091279998573
3568,87553,Yoakum,13,Lavaca,143,143CR241,85,-96.9299320003615,29.4324149999524
3569,87609,Yoakum,13,Lavaca,143,143CR9,63,-96.8692550000182,29.4109340004039
3570,87641,Yoakum,13,Lavaca,143,143CR224,69,-96.964874000135,29.5637759998626
3571,87673,Yoakum,13,Lavaca,143,143CR229,63,-96.9333570000255,29.5909559996197
3572,87761,Yoakum,13,Lavaca,143,143RS320,79,-96.8233639998487,29.3864000003598
3573,87769,Yoakum,13,Lavaca,143,143FS25,70,-96.8621899997686,29.4568730000889
3574,87785,Yoakum,13,Lavaca,143,143CR8,62,-96.7815479996405,29.3646510001436
3575,87793,Yoakum,13,Lavaca,143,143CR7,79,-96.7873839998717,29.3799970000616
3576,87833,Yoakum,13,Lavaca,143,143FS13,61,-96.8473360000563,29.5140019995927
3577,87849,Yoakum,13,Lavaca,143,143CR267,73,-96.8229220001501,29.5126530003358
3578,87913,Yoakum,13,Colorado,45,45CR182,64,-96.7430729997191,29.616482000444
3579,87921,Yoakum,13,Fayette,76,76CR230,63,-96.9766920001356,29.6548390003197
3580,87937,Yoakum,13,Fayette,76,76CR226,65,-96.9599000000849,29.6604730002288
3581,87953,Yoakum,13,Fayette,76,76CR224,82,-96.9455179996559,29.6839310001156
3582,87977,Yoakum,13,Fayette,76,76CR218,67,-96.9513319997719,29.7038860003387
3583,88049,Yoakum,13,Fayette,76,76FS40,83,-96.8692250004334,29.6640299996848
3584,88073,Yoakum,13,Fayette,76,76CR209,86,-96.9005279996674,29.741388000356
3585,88105,Yoakum,13,Fayette,76,76CR308,57,-96.9718479997853,29.7645380004284
3586,88121,Yoakum,13,Fayette,76,76CR328A,58,-96.9124600004287,29.7822000001299
3587,88129,Yoakum,13,Fayette,76,76CR205A,89,-96.8853300002792,29.7569500003423
3588,88137,Yoakum,13,Fayette,76,76FS22,81,-96.8816830002702,29.7698610003849
3589,88145,Yoakum,13,Fayette,76,76CR205,90,-96.8735429999095,29.7619129998851
3590,88169,Yoakum,13,Fayette,76,76FS4,66,-96.9131930000569,29.8230269996963
3591,88241,Yoakum,13,Colorado,45,45CR190,78,-96.8359369995928,29.6387630000125
3592,88257,Yoakum,13,Fayette,76,76CR203,82,-96.8454510003633,29.7263239999527
3593,88489,Yoakum,13,Colorado,45,45RS301,59,-96.7501220001301,29.7575649999249
3594,88545,Yoakum,13,Colorado,45,45CR140,62,-96.5798190003466,29.3624310002905
3595,88561,Yoakum,13,Colorado,45,45FS18,60,-96.5746379997439,29.4003509997988
3596,88609,Yoakum,13,Colorado,45,45CR143,80,-96.4751660000109,29.3968720003426
3597,88689,Yoakum,13,Colorado,45,45CR173,78,-96.5385130002747,29.6143320002217
3598,88713,Yoakum,13,Colorado,45,45CR198,64,-96.6701739996303,29.6554339998792
3599,88721,Yoakum,13,Colorado,45,45CR200,70,-96.6800689999843,29.6838419996087
3600,88761,Yoakum,13,Colorado,45,45CR221,74,-96.6933520000947,29.7440429995848
3601,88785,Yoakum,13,Colorado,45,45CR219,82,-96.724685999859,29.7586290004281
3602,88801,Yoakum,13,Colorado,45,45CR4,61,-96.6769409996274,29.8180369998078
3603,88913,Yoakum,13,Colorado,45,45CR47,86,-96.5969010002809,29.6987500000125
3604,89129,Yoakum,13,Colorado,45,45CR20,90,-96.5796050003704,29.8270000003498
3605,89137,Yoakum,13,Colorado,45,45CR22,64,-96.5477750002161,29.8290139996964
3606,89185,Yoakum,13,Colorado,45,45CR24,56,-96.5189059999119,29.8485110003824
3607,89201,Yoakum,13,Fayette,76,76CR14,83,-96.9807819998894,29.9416450001167
3608,89257,Yoakum,13,Fayette,76,76CR4,74,-96.9435269995714,29.9318200002928
3609,89281,Yoakum,13,Fayette,76,76CR29,63,-96.9466020001821,30.0100570001305
3610,89569,Yoakum,13,Fayette,76,76RS318,71,-96.872718999682,29.9176650004395
3611,89577,Yoakum,13,Fayette,76,76RS304,86,-96.8684230003212,29.9173969997718
3612,89617,Yoakum,13,Fayette,76,76FS7,69,-96.8831559998495,29.9998109997779
3613,89713,Yoakum,13,Fayette,76,76CR55,84,-96.8446199998131,29.9584390002597
3614,89881,Bryan,17,Burleson,26,26FS20,56,-96.7833479999102,30.3872129998801
3615,89889,Bryan,17,Burleson,26,26CR87,84,-96.7645869998901,30.406620000013
3616,89905,Yoakum,13,Fayette,76,76CR126,55,-96.7186579997668,29.9070340003189
3617,89993,Yoakum,13,Fayette,76,76CR102,82,-96.6279369997927,29.9078239998777
3618,90001,Yoakum,13,Fayette,76,76CR101,64,-96.6260449997769,29.9306260000899
3619,90017,Yoakum,13,Fayette,76,76CR95,80,-96.6362380003834,30.0057199997782
3620,90033,Yoakum,13,Fayette,76,76CR85,74,-96.7085270002208,30.0392019996726
3621,90153,Bryan,17,Washington,239,239CR181,65,-96.6020359996616,30.118052999946
3622,90201,Yoakum,13,Colorado,45,45CR13A,59,-96.5564419996985,29.920801000266
3623,90249,Yoakum,13,Austin,8,8CR138,60,-96.5141299999995,29.9234639998638
3624,90337,Bryan,17,Washington,239,239FS14,59,-96.5834349998253,30.0994639997638
3625,90369,Yoakum,13,Austin,8,8CR156,69,-96.521034000019,30.037260000049
3626,90385,Yoakum,13,Austin,8,8CR153,65,-96.5188900000734,30.0589310002655
3627,90393,Bryan,17,Washington,239,239CR149A,78,-96.515015000342,30.07778700017
3628,90425,Bryan,17,Washington,239,239CR179,79,-96.4766920002356,30.094147000084
3629,90465,Yoakum,13,Fayette,76,76CR72,90,-96.6870269997962,30.1501659996612
3630,90481,Bryan,17,Washington,239,239FS19,74,-96.6899190000618,30.1881310003454
3631,90489,Bryan,17,Washington,239,239CR7,77,-96.6831590003875,30.1942039998148
3632,90537,Bryan,17,Washington,239,239CR49,61,-96.6619109998927,30.2609619999964
3633,90569,Bryan,17,Burleson,26,26CR72,59,-96.6736829995708,30.3631550002032
3634,90609,Bryan,17,Burleson,26,26FS35,58,-96.6272050002106,30.3175109997329
3635,90625,Bryan,17,Burleson,26,26CR68,86,-96.6021349997304,30.3424450002366
3636,90665,Bryan,17,Burleson,26,26FS17,78,-96.627007000073,30.4021659996612
3637,90729,Bryan,17,Washington,239,239FS104,79,-96.5950929996422,30.1820699996308
